where,ref,type,severity,class,agent,suggestions
00_INDEX/KNOWLEDGE_INDEX.yaml,IT-SHARED/60_BUNDLES/BUNDLE_KP_IT-KnowledgeKeeper_V1.md,text_ref,P0,internal_missing,,IT-SHARED/60_BUNDLES/BUNDLE_KP_KnowledgeKeeper_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_VoIPMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_UrgenceMaster_V1.md
00_INDEX/KNOWLEDGE_INDEX.yaml,IT-SHARED/60_BUNDLES/BUNDLE_KP_IT-MaintenanceMaster_V1.md,text_ref,P0,internal_missing,,IT-SHARED/60_BUNDLES/BUNDLE_KP_MaintenanceMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_VoIPMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_UrgenceMaster_V1.md
00_INDEX/KNOWLEDGE_INDEX.yaml,IT-SHARED/60_BUNDLES/BUNDLE_KP_IT-MonitoringMaster_V1.md,text_ref,P0,internal_missing,,IT-SHARED/60_BUNDLES/BUNDLE_KP_MonitoringMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_VoIPMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_UrgenceMaster_V1.md
00_INDEX/KNOWLEDGE_INDEX.yaml,IT-SHARED/60_BUNDLES/BUNDLE_KP_IT-NOCDispatcher_V1.md,text_ref,P0,internal_missing,,IT-SHARED/60_BUNDLES/BUNDLE_KP_NOCDispatcher_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_VoIPMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_UrgenceMaster_V1.md
00_INDEX/KNOWLEDGE_INDEX.yaml,IT-SHARED/60_BUNDLES/BUNDLE_KP_IT-NetworkMaster_V1.md,text_ref,P0,internal_missing,,IT-SHARED/60_BUNDLES/BUNDLE_KP_NetworkMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_VoIPMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_UrgenceMaster_V1.md
00_INDEX/KNOWLEDGE_INDEX.yaml,IT-SHARED/60_BUNDLES/BUNDLE_KP_IT-ReportMaster_V1.md,text_ref,P0,internal_missing,,IT-SHARED/60_BUNDLES/BUNDLE_KP_ReportMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_VoIPMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_UrgenceMaster_V1.md
00_INDEX/KNOWLEDGE_INDEX.yaml,IT-SHARED/60_BUNDLES/BUNDLE_KP_IT-ScriptMaster_V1.md,text_ref,P0,internal_missing,,IT-SHARED/60_BUNDLES/BUNDLE_KP_ScriptMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_VoIPMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_UrgenceMaster_V1.md
00_INDEX/KNOWLEDGE_INDEX.yaml,IT-SHARED/60_BUNDLES/BUNDLE_KP_IT-SecurityMaster_V1.md,text_ref,P0,internal_missing,,IT-SHARED/60_BUNDLES/BUNDLE_KP_SecurityMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_VoIPMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_UrgenceMaster_V1.md
00_INDEX/KNOWLEDGE_INDEX.yaml,IT-SHARED/60_BUNDLES/BUNDLE_KP_IT-TicketScribe_V1.md,text_ref,P0,internal_missing,,IT-SHARED/60_BUNDLES/BUNDLE_KP_TicketScribe_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_VoIPMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_UrgenceMaster_V1.md
00_INDEX/KNOWLEDGE_INDEX.yaml,IT-SHARED/60_BUNDLES/BUNDLE_KP_IT-UrgenceMaster_V1.md,text_ref,P0,internal_missing,,IT-SHARED/60_BUNDLES/BUNDLE_KP_UrgenceMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_VoIPMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_TicketScribe_V1.md
00_INDEX/KNOWLEDGE_INDEX.yaml,IT-SHARED/60_BUNDLES/BUNDLE_KP_IT-VoIPMaster_V1.md,text_ref,P0,internal_missing,,IT-SHARED/60_BUNDLES/BUNDLE_KP_VoIPMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_UrgenceMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_TicketScribe_V1.md
00_INDEX/gpt_catalog.yaml,20_Agents/IT-Assistant-FrontLine/agent.yaml,text_ref,P0,internal_missing,,OPS/OPS-RouterIA/agent.yaml | OPS/OPS-PlaybookRunner/agent.yaml | OPS/OPS-DossierIA/agent.yaml
00_INDEX/gpt_catalog.yaml,20_Agents/IT-Assistant-FrontLine/contract.yaml,text_ref,P0,internal_missing,,OPS/OPS-RouterIA/contract.yaml | OPS/OPS-PlaybookRunner/contract.yaml | OPS/OPS-DossierIA/contract.yaml
00_INDEX/gpt_catalog.yaml,20_Agents/IT-Assistant-FrontLine/prompt.md,text_ref,P0,internal_missing,,OPS/OPS-RouterIA/prompt.md | OPS/OPS-PlaybookRunner/prompt.md | OPS/OPS-DossierIA/prompt.md
20_Agents/IT-Commandare-Infra/prompt.md,50_POLICIES/ops/incident_severity.md,text_ref,P1,external_dependency,IT-Commandare-Infra,IT-SHARED/20_TEMPLATES/08_TEMPLATE_REPORTS/TEMPLATE__INCIDENT_REPORT.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_LOG.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_CRITIQUE.md
20_Agents/IT-Commandare-Infra/prompt.md,50_POLICIES/ops/logging_schema.md,text_ref,P1,external_dependency,IT-Commandare-Infra,README.md | OPS/OPS-RouterIA/tools/tools.md | OPS/OPS-RouterIA/prompt.md
20_Agents/IT-Commandare-Infra/prompt.md,50_POLICIES/ops/sla.md,text_ref,P1,external_dependency,IT-Commandare-Infra,IT-SHARED/50_REFERENCE/REFERENCE__SLA_Matrix.md | 20_Agents/IT-NOCDispatcher/knowledge/REFERENCE__SLA_Matrix.md | 20_Agents/IT-FrontLine/knowledge/REFERENCE__SLA_FrontLine.md
20_Agents/IT-Commandare-NOC/prompt.md,50_POLICIES/ops/incident_severity.md,text_ref,P1,external_dependency,IT-Commandare-NOC,IT-SHARED/20_TEMPLATES/08_TEMPLATE_REPORTS/TEMPLATE__INCIDENT_REPORT.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_LOG.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_CRITIQUE.md
20_Agents/IT-Commandare-NOC/prompt.md,50_POLICIES/ops/logging_schema.md,text_ref,P1,external_dependency,IT-Commandare-NOC,README.md | OPS/OPS-RouterIA/tools/tools.md | OPS/OPS-RouterIA/prompt.md
20_Agents/IT-Commandare-NOC/prompt.md,50_POLICIES/ops/sla.md,text_ref,P1,external_dependency,IT-Commandare-NOC,IT-SHARED/50_REFERENCE/REFERENCE__SLA_Matrix.md | 20_Agents/IT-NOCDispatcher/knowledge/REFERENCE__SLA_Matrix.md | 20_Agents/IT-FrontLine/knowledge/REFERENCE__SLA_FrontLine.md
20_Agents/IT-Commandare-NOC/prompt_IT-Commandare-NOC_V3.md,50_POLICIES/ops/incident_severity.md,text_ref,P1,external_dependency,IT-Commandare-NOC,IT-SHARED/20_TEMPLATES/08_TEMPLATE_REPORTS/TEMPLATE__INCIDENT_REPORT.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_LOG.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_CRITIQUE.md
20_Agents/IT-Commandare-NOC/prompt_IT-Commandare-NOC_V3.md,50_POLICIES/ops/logging_schema.md,text_ref,P1,external_dependency,IT-Commandare-NOC,README.md | OPS/OPS-RouterIA/tools/tools.md | OPS/OPS-RouterIA/prompt.md
20_Agents/IT-Commandare-NOC/prompt_IT-Commandare-NOC_V3.md,50_POLICIES/ops/sla.md,text_ref,P1,external_dependency,IT-Commandare-NOC,IT-SHARED/50_REFERENCE/REFERENCE__SLA_Matrix.md | 20_Agents/IT-NOCDispatcher/knowledge/REFERENCE__SLA_Matrix.md | 20_Agents/IT-FrontLine/knowledge/REFERENCE__SLA_FrontLine.md
20_Agents/IT-Commandare-OPR/prompt.md,50_POLICIES/naming.md,text_ref,P1,external_dependency,IT-Commandare-OPR,IT-SHARED/70_KNOWLEDGE/06_NAMING_STANDARDS/NAMING_STANDARDS_v1.md | IT-SHARED/20_TEMPLATES/13_NAMING_STANDARDS/NAMING_STANDARDS_v1.md | 20_Agents/IT-SysAdmin/knowledge/NAMING_STANDARDS_v1.md
20_Agents/IT-Commandare-OPR/prompt.md,50_POLICIES/ops/logging_schema.md,text_ref,P1,external_dependency,IT-Commandare-OPR,README.md | OPS/OPS-RouterIA/tools/tools.md | OPS/OPS-RouterIA/prompt.md
20_Agents/IT-Commandare-OPR/prompt.md,50_POLICIES/ops/sla.md,text_ref,P1,external_dependency,IT-Commandare-OPR,IT-SHARED/50_REFERENCE/REFERENCE__SLA_Matrix.md | 20_Agents/IT-NOCDispatcher/knowledge/REFERENCE__SLA_Matrix.md | 20_Agents/IT-FrontLine/knowledge/REFERENCE__SLA_FrontLine.md
20_Agents/IT-Commandare-TECH/prompt.md,50_POLICIES/ops/incident_severity.md,text_ref,P1,external_dependency,IT-Commandare-TECH,IT-SHARED/20_TEMPLATES/08_TEMPLATE_REPORTS/TEMPLATE__INCIDENT_REPORT.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_LOG.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_CRITIQUE.md
20_Agents/IT-Commandare-TECH/prompt.md,50_POLICIES/ops/logging_schema.md,text_ref,P1,external_dependency,IT-Commandare-TECH,README.md | OPS/OPS-RouterIA/tools/tools.md | OPS/OPS-RouterIA/prompt.md
20_Agents/IT-Commandare-TECH/prompt.md,50_POLICIES/ops/sla.md,text_ref,P1,external_dependency,IT-Commandare-TECH,IT-SHARED/50_REFERENCE/REFERENCE__SLA_Matrix.md | 20_Agents/IT-NOCDispatcher/knowledge/REFERENCE__SLA_Matrix.md | 20_Agents/IT-FrontLine/knowledge/REFERENCE__SLA_FrontLine.md
OPS/OPS-PlaybookRunner/README.md,40_RUNBOOKS/dispatch_matrix.yaml,text_ref,P1,external_dependency,OPS-PlaybookRunner,IT-SHARED/10_RUNBOOKS/00_POLICIES/RUNBOOK_DISPATCH.yaml | 00_INDEX/RUNBOOK_DISPATCH.yaml | playbooks/playbooks.yaml
OPS/OPS-RouterIA/README.md,40_RUNBOOKS/dispatch_matrix.yaml,text_ref,P1,external_dependency,OPS-RouterIA,IT-SHARED/10_RUNBOOKS/00_POLICIES/RUNBOOK_DISPATCH.yaml | 00_INDEX/RUNBOOK_DISPATCH.yaml | playbooks/playbooks.yaml
OPS/OPS-RouterIA/contract.yaml,40_RUNBOOKS/dispatch_matrix.yaml,text_ref,P1,external_dependency,OPS-RouterIA,IT-SHARED/10_RUNBOOKS/00_POLICIES/RUNBOOK_DISPATCH.yaml | 00_INDEX/RUNBOOK_DISPATCH.yaml | playbooks/playbooks.yaml
20_Agents/IT-AssetMaster/GPT_SETUP_CARD__IT-AssetMaster_v3.md,IT-SHARED/10_RUNBOOKS/MAINTENANCE/MAINTENANCE__RUNBOOK__CMDB_Asset_Audit_V1.md,text_ref,P1,internal_missing,IT-AssetMaster,IT-SHARED/10_RUNBOOKS/MAINTENANCE/MAINT__RB__CMDB_Asset_Audit_V1.md | IT-SHARED/10_RUNBOOKS/MAINTENANCE/RUNBOOK__IT_AUDIT_TRIMESTRIEL_V1.md | IT-SHARED/10_RUNBOOKS/MAINTENANCE/99_ARCHIVE/RUNBOOK__IT_AUDIT_TRIMESTRIEL_V1.md
20_Agents/IT-Assistant-N2/GPT_SETUP_CARD__IT-AssistanTI_N2.md,20_Agents/IT-AssistanTI_N2/00_INSTRUCTIONS.md,text_ref,P1,internal_missing,IT-Assistant-N2,OPS/OPS-RouterIA/00_INSTRUCTIONS.md | OPS/OPS-PlaybookRunner/00_INSTRUCTIONS.md | OPS/OPS-DossierIA/00_INSTRUCTIONS.md
20_Agents/IT-Assistant-N2/GPT_SETUP_CARD__IT-AssistanTI_N2.md,20_Agents/IT-AssistanTI_N2/prompt.md,text_ref,P1,internal_missing,IT-Assistant-N2,OPS/OPS-RouterIA/prompt.md | OPS/OPS-PlaybookRunner/prompt.md | OPS/OPS-DossierIA/prompt.md
20_Agents/IT-Assistant-N2/GPT_SETUP_CARD__IT-AssistanTI_N2_v3.md,20_Agents/IT-AssistanTI_N2/00_INSTRUCTIONS.md,text_ref,P1,internal_missing,IT-Assistant-N2,OPS/OPS-RouterIA/00_INSTRUCTIONS.md | OPS/OPS-PlaybookRunner/00_INSTRUCTIONS.md | OPS/OPS-DossierIA/00_INSTRUCTIONS.md
20_Agents/IT-Assistant-N2/GPT_SETUP_CARD__IT-AssistanTI_N2_v3.md,20_Agents/IT-AssistanTI_N2/prompt.md,text_ref,P1,internal_missing,IT-Assistant-N2,OPS/OPS-RouterIA/prompt.md | OPS/OPS-PlaybookRunner/prompt.md | OPS/OPS-DossierIA/prompt.md
20_Agents/IT-Assistant-N3/04_KNOWLEDGE_INDEX.md,20_Agents/IT-AssistanTI_N3/04_EXEMPLES,text_ref,P1,internal_missing,IT-Assistant-N3,OPS/OPS-RouterIA/04-Amorces.md | OPS/OPS-PlaybookRunner/04-Amorces.md | OPS/OPS-DossierIA/04-Amorces.md
20_Agents/IT-Assistant-N3/04_KNOWLEDGE_INDEX.md,20_Agents/IT-AssistanTI_N3/prompt.md,text_ref,P1,internal_missing,IT-Assistant-N3,OPS/OPS-RouterIA/prompt.md | OPS/OPS-PlaybookRunner/prompt.md | OPS/OPS-DossierIA/prompt.md
20_Agents/IT-Assistant-N3/04_KNOWLEDGE_INDEX.md,20_Agents/IT-MaintenanceMaster/02_TEMPLATES/06_NAMING_STANDARDS,text_ref,P1,internal_missing,IT-Assistant-N3,IT-SHARED/70_KNOWLEDGE/06_NAMING_STANDARDS/NAMING_STANDARDS_v1.md | IT-SHARED/20_TEMPLATES/13_NAMING_STANDARDS/NAMING_STANDARDS_v1.md | 20_Agents/IT-SysAdmin/knowledge/NAMING_STANDARDS_v1.md
20_Agents/IT-Assistant-N3/GPT_SETUP_CARD__IT-AssistanTI_N3.md,20_Agents/IT-AssistanTI_N3/00_INSTRUCTIONS.md,text_ref,P1,internal_missing,IT-Assistant-N3,OPS/OPS-RouterIA/00_INSTRUCTIONS.md | OPS/OPS-PlaybookRunner/00_INSTRUCTIONS.md | OPS/OPS-DossierIA/00_INSTRUCTIONS.md
20_Agents/IT-Assistant-N3/GPT_SETUP_CARD__IT-AssistanTI_N3.md,20_Agents/IT-AssistanTI_N3/prompt.md,text_ref,P1,internal_missing,IT-Assistant-N3,OPS/OPS-RouterIA/prompt.md | OPS/OPS-PlaybookRunner/prompt.md | OPS/OPS-DossierIA/prompt.md
20_Agents/IT-Assistant-N3/GPT_SETUP_CARD__IT-AssistanTI_N3_v3.md,20_Agents/IT-AssistanTI_N3/00_INSTRUCTIONS.md,text_ref,P1,internal_missing,IT-Assistant-N3,OPS/OPS-RouterIA/00_INSTRUCTIONS.md | OPS/OPS-PlaybookRunner/00_INSTRUCTIONS.md | OPS/OPS-DossierIA/00_INSTRUCTIONS.md
20_Agents/IT-Assistant-N3/GPT_SETUP_CARD__IT-AssistanTI_N3_v3.md,20_Agents/IT-AssistanTI_N3/prompt.md,text_ref,P1,internal_missing,IT-Assistant-N3,OPS/OPS-RouterIA/prompt.md | OPS/OPS-PlaybookRunner/prompt.md | OPS/OPS-DossierIA/prompt.md
20_Agents/IT-Assistant-N3/GPT_SETUP_CARD__IT-AssistanTI_N3_v3.md,IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__AD_User_Management_V1.md,text_ref,P1,internal_missing,IT-Assistant-N3,IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RB__AD_User_Management_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_INFRA_AD-Operations_V1.md | IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__AD_DC_Operations_V1.md
20_Agents/IT-Assistant-N3/GPT_SETUP_CARD__IT-AssistanTI_N3_v3.md,IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__HyperV_Operations_V1.md,text_ref,P1,internal_missing,IT-Assistant-N3,IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__HyperV_Operations_And_Check_V1.md | IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__WatchGuard_Operations_V1.md | IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__SonicWall_Operations_V1.md
20_Agents/IT-BackupDRMaster/GPT_SETUP_CARD__IT-BackupDRMaster_v3.md,IT-SHARED/10_RUNBOOKS/NOC/INFRA__RUNBOOK__Veeam_Cloud_Operations_V1.md,text_ref,P1,internal_missing,IT-BackupDRMaster,IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__Veeam_Cloud_Operations_V1.md | IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK_VEEAM_OPERATIONS_V1.md | IT-SHARED/10_RUNBOOKS/INFRA/RUNBOOK__IT_VEEAM_OPERATIONS_V1.md
20_Agents/IT-ClientDocMaster/GPT_SETUP_CARD__IT-ClientDocMaster_v3.md,IT-SHARED/20_TEMPLATES/TEMPLATE__EDOCS_FICHE_OBJET_IT.md,text_ref,P1,internal_missing,IT-ClientDocMaster,IT-SHARED/20_TEMPLATES/09_TEMPLATE_HUDU/TEMPLATE__EDOCS_FICHE_OBJET_IT.md | IT-SHARED/20_TEMPLATES/09_TEMPLATE_HUDU/TEMPLATE_HUDU_Fiche-Objet-IT_V1.md | IT-SHARED/20_TEMPLATES/14_TEMPLATE_HEALTH/INTERVENTION_TEMPLATE_IT.md
20_Agents/IT-ClientDocMaster/GPT_SETUP_CARD__IT-ClientDocMaster_v3.md,IT-SHARED/60_BUNDLES/BUNDLE_KP_IT-ClientDocMaster_V1.md,text_ref,P1,internal_missing,IT-ClientDocMaster,IT-SHARED/60_BUNDLES/BUNDLE_KP_ClientDocMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_VoIPMaster_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_KP_UrgenceMaster_V1.md
20_Agents/IT-ClientDocMaster/prompt.md,IT-SHARED/20_TEMPLATES/TEMPLATE__EDOCS_FICHE_OBJET_IT.md,text_ref,P1,internal_missing,IT-ClientDocMaster,IT-SHARED/20_TEMPLATES/09_TEMPLATE_HUDU/TEMPLATE__EDOCS_FICHE_OBJET_IT.md | IT-SHARED/20_TEMPLATES/09_TEMPLATE_HUDU/TEMPLATE_HUDU_Fiche-Objet-IT_V1.md | IT-SHARED/20_TEMPLATES/14_TEMPLATE_HEALTH/INTERVENTION_TEMPLATE_IT.md
20_Agents/IT-Commandare-Infra/prompt.md,IT-SHARED/10_RUNBOOKS/NOC/RUNBOOK__IT_INCIDENT_COMMAND_V1.md,text_ref,P1,internal_missing,IT-Commandare-Infra,IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__INCIDENT_COMMAND_V1.md | IT-SHARED/10_RUNBOOKS/RUNBOOK_MASTER__IT_v1.md | IT-SHARED/10_RUNBOOKS/SECURITY/SECURITY__RUNBOOK__IT_SECURITY_INCIDENT_RESPONSE.md
20_Agents/IT-Commandare-NOC/prompt.md,IT-SHARED/10_RUNBOOKS/NOC/RUNBOOK__IT_INCIDENT_COMMAND_V1.md,text_ref,P1,internal_missing,IT-Commandare-NOC,IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__INCIDENT_COMMAND_V1.md | IT-SHARED/10_RUNBOOKS/RUNBOOK_MASTER__IT_v1.md | IT-SHARED/10_RUNBOOKS/SECURITY/SECURITY__RUNBOOK__IT_SECURITY_INCIDENT_RESPONSE.md
20_Agents/IT-Commandare-NOC/prompt.md,IT-SHARED/10_RUNBOOKS/NOC/RUNBOOK__IT_NOC_COMMAND_CENTER.md,text_ref,P1,internal_missing,IT-Commandare-NOC,IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__NOC_COMMAND_CENTER.md | IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__INCIDENT_COMMAND_V1.md | IT-SHARED/10_RUNBOOKS/NOC/NOC_RUNBOOK__IT_NETWORK_DIAGNOSTIC_V1.md
20_Agents/IT-Commandare-NOC/prompt.md,IT-SHARED/10_RUNBOOKS/NOC/RUNBOOK__IT_NOC_DISPATCH.md,text_ref,P1,internal_missing,IT-Commandare-NOC,IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__DISPATCH.md | IT-SHARED/10_RUNBOOKS/SUPPORT/RUNBOOK__IT_MSP_CONNECTWISE_DISPATCH_V1.md | IT-SHARED/10_RUNBOOKS/SUPPORT/99_ARCHIVE/RUNBOOK__IT_MSP_CONNECTWISE_DISPATCH_V1.md
20_Agents/IT-Commandare-OPR/prompt.md,IT-SHARED/10_RUNBOOKS/SUPPORT/RUNBOOK__IT_COMMANDARE_OPR.md,text_ref,P1,internal_missing,IT-Commandare-OPR,IT-SHARED/10_RUNBOOKS/SUPPORT/SUPPORT__RUNBOOK__COMMANDARE_OPR.md | IT-SHARED/10_RUNBOOKS/SUPPORT/RUNBOOK__IT_COMMANDARE_TECH.md | IT-SHARED/10_RUNBOOKS/MAINTENANCE/RUNBOOK__IT_COMMANDARE_TECH.md
20_Agents/IT-FrontLine/GPT_SETUP_CARD__IT-AssistanTI_FrontLine.md,20_Agents/IT-AssistanTI_FrontLine/00_INSTRUCTIONS.md,text_ref,P1,internal_missing,IT-FrontLine,OPS/OPS-RouterIA/00_INSTRUCTIONS.md | OPS/OPS-PlaybookRunner/00_INSTRUCTIONS.md | OPS/OPS-DossierIA/00_INSTRUCTIONS.md
20_Agents/IT-FrontLine/GPT_SETUP_CARD__IT-AssistanTI_FrontLine.md,20_Agents/IT-AssistanTI_FrontLine/prompt.md,text_ref,P1,internal_missing,IT-FrontLine,OPS/OPS-RouterIA/prompt.md | OPS/OPS-PlaybookRunner/prompt.md | OPS/OPS-DossierIA/prompt.md
20_Agents/IT-FrontLine/GPT_SETUP_CARD__IT-AssistanTI_FrontLine_v3.md,20_Agents/IT-AssistanTI_FrontLine/00_INSTRUCTIONS.md,text_ref,P1,internal_missing,IT-FrontLine,OPS/OPS-RouterIA/00_INSTRUCTIONS.md | OPS/OPS-PlaybookRunner/00_INSTRUCTIONS.md | OPS/OPS-DossierIA/00_INSTRUCTIONS.md
20_Agents/IT-FrontLine/GPT_SETUP_CARD__IT-AssistanTI_FrontLine_v3.md,20_Agents/IT-AssistanTI_FrontLine/prompt.md,text_ref,P1,internal_missing,IT-FrontLine,OPS/OPS-RouterIA/prompt.md | OPS/OPS-PlaybookRunner/prompt.md | OPS/OPS-DossierIA/prompt.md
