where,url,scheme,domain,path,placeholder
IT-SHARED/10_RUNBOOKS/SUPPORT/SUPPORT__RUNBOOK__VPN_Client_Troubleshooting_V1.md,https://[SONICWALL,,,,True
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_INFRA_Firewall-VPN_V1.md,https://[SONICWALL,,,,True
IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__Veeam_Cloud_Operations_V1.md,https://[URL_VSPC,,,,True
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_BACKUP_Veeam-Operations_V1.md,https://[URL_VSPC,,,,True
IT-SHARED/60_BUNDLES/BUNDLE_KP_VoIPMaster_V1.md,https://[ip,,,,True
IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__NAble_RMM_Operations_V1.md,https://[serveur-ncentral,,,,True
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_NOC_RMM-Monitoring_V1.md,https://[serveur-ncentral,,,,True
IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__M365_Teams_SharePoint_OneDrive_V1.md,https://[tenant,,,,True
IT-SHARED/60_BUNDLES/BUNDLE_INFRA_365.md,https://[tenant,,,,True
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_INFRA_M365_V1.md,https://[tenant,,,,True
IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__CWRMM_Auvik_Operations_V1.md,https://[votre-domaine,,,,True
IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__Datto_Operations_V1.md,https://[votre-domaine,,,,True
IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__NAble_RMM_Operations_V1.md,https://[votre-domaine,,,,True
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_BACKUP_Datto-Keepit-DR_V1.md,https://[votre-domaine,,,,True
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_NOC_RMM-Monitoring_V1.md,https://[votre-domaine,,,,True
IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__CWRMM_Auvik_Operations_V1.md,https://[votre-serveur,,,,True
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_NOC_RMM-Monitoring_V1.md,https://[votre-serveur,,,,True
20_Agents/IT-SysAdmin/05_KNOWLEDGE/RUNBOOK__Windows_Patching.md,"https://$Server/healthcheck""",https,$server,"/healthcheck""",True
IT-SHARED/10_RUNBOOKS/MAINTENANCE/99_ARCHIVE/MAINT_RB_Windows_Patching.md,"https://$Server/healthcheck""",https,$server,"/healthcheck""",True
IT-SHARED/10_RUNBOOKS/MAINTENANCE/99_ARCHIVE/RUNBOOK__Windows_Patching.md,"https://$Server/healthcheck""",https,$server,"/healthcheck""",True
IT-SHARED/10_RUNBOOKS/MAINTENANCE/MAINT_RB_Windows_Patching.md,"https://$Server/healthcheck""",https,$server,"/healthcheck""",True
IT-SHARED/10_RUNBOOKS/RUNBOOK_MASTER__IT_v1.md,"https://$Server/healthcheck""",https,$server,"/healthcheck""",True
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOKS_IT_INFRA.md,"https://$Server/healthcheck""",https,$server,"/healthcheck""",True
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_MAINTENANCE_Patching-Windows_V1.md,"https://$Server/healthcheck""",https,$server,"/healthcheck""",True
IT-SHARED/50_REFERENCE/REFERENCE_LIBRARY__IT_MASTER_v1.md,http://<PROXY_HOST,http,<proxy_host,,True
IT-SHARED/50_REFERENCE/REFERENCE__Common_Cloud_Commands.md,http://<PROXY_HOST,http,<proxy_host,,True
IT-SHARED/50_REFERENCE/REF__REFERENCE_INFRA_Common-Cloud-Commands_V1.md,http://<PROXY_HOST,http,<proxy_host,,True
IT-SHARED/50_REFERENCE/REF__REFERENCE_MASTER_Library-IT_V1.md,http://<PROXY_HOST,http,<proxy_host,,True
20_Agents/IT-CloudMaster/knowledge/REFERENCE__Cloud_Admin_Portals.md,https://aad.portal.azure.com,https,aad.portal.azure.com,,False
IT-SHARED/50_REFERENCE/REFERENCE_LIBRARY__IT_MASTER_v1.md,https://aad.portal.azure.com,https,aad.portal.azure.com,,False
IT-SHARED/50_REFERENCE/REFERENCE__Cloud_Admin_Portals.md,https://aad.portal.azure.com,https,aad.portal.azure.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_INFRA_Cloud-Admin-Portals_V1.md,https://aad.portal.azure.com,https,aad.portal.azure.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_MASTER_Library-IT_V1.md,https://aad.portal.azure.com,https,aad.portal.azure.com,,False
20_Agents/IT-CloudMaster/knowledge/REFERENCE__Cloud_Admin_Portals.md,https://admin.exchange.microsoft.com,https,admin.exchange.microsoft.com,,False
20_Agents/IT-CloudMaster/knowledge/RUNBOOK__M365_User_Management.md,https://admin.exchange.microsoft.com,https,admin.exchange.microsoft.com,,False
IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__M365_Exchange_Online_V1.md,https://admin.exchange.microsoft.com,https,admin.exchange.microsoft.com,,False
IT-SHARED/10_RUNBOOKS/RUNBOOK_MASTER__IT_v1.md,https://admin.exchange.microsoft.com,https,admin.exchange.microsoft.com,,False
IT-SHARED/50_REFERENCE/REFERENCE_LIBRARY__IT_MASTER_v1.md,https://admin.exchange.microsoft.com,https,admin.exchange.microsoft.com,,False
IT-SHARED/50_REFERENCE/REFERENCE__Cloud_Admin_Portals.md,https://admin.exchange.microsoft.com,https,admin.exchange.microsoft.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_INFRA_Cloud-Admin-Portals_V1.md,https://admin.exchange.microsoft.com,https,admin.exchange.microsoft.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_MASTER_Library-IT_V1.md,https://admin.exchange.microsoft.com,https,admin.exchange.microsoft.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_INFRA_365.md,https://admin.exchange.microsoft.com,https,admin.exchange.microsoft.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOKS_IT_CLOUD.md,https://admin.exchange.microsoft.com,https,admin.exchange.microsoft.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_INFRA_M365_V1.md,https://admin.exchange.microsoft.com,https,admin.exchange.microsoft.com,,False
20_Agents/IT-CloudMaster/knowledge/REFERENCE__Cloud_Admin_Portals.md,https://admin.google.com,https,admin.google.com,,False
IT-SHARED/50_REFERENCE/REFERENCE_LIBRARY__IT_MASTER_v1.md,https://admin.google.com,https,admin.google.com,,False
IT-SHARED/50_REFERENCE/REFERENCE__Cloud_Admin_Portals.md,https://admin.google.com,https,admin.google.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_INFRA_Cloud-Admin-Portals_V1.md,https://admin.google.com,https,admin.google.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_MASTER_Library-IT_V1.md,https://admin.google.com,https,admin.google.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_INFRA_CLOUD_GCP_GoogleWorkspace_V1.md,https://admin.google.com,https,admin.google.com,,False
20_Agents/IT-CloudMaster/knowledge/REFERENCE__Cloud_Admin_Portals.md,https://admin.microsoft.com,https,admin.microsoft.com,,False
20_Agents/IT-CloudMaster/knowledge/RUNBOOK__M365_User_Management.md,https://admin.microsoft.com,https,admin.microsoft.com,,False
IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__EntraID_Operations_V1.md,https://admin.microsoft.com,https,admin.microsoft.com,,False
IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__M365_Exchange_Online_V1.md,https://admin.microsoft.com,https,admin.microsoft.com,,False
IT-SHARED/10_RUNBOOKS/RUNBOOK_MASTER__IT_v1.md,https://admin.microsoft.com,https,admin.microsoft.com,,False
IT-SHARED/10_RUNBOOKS/SUPPORT/RUNBOOK__N2_Support_V1.md,https://admin.microsoft.com,https,admin.microsoft.com,,False
IT-SHARED/50_REFERENCE/REFERENCE_LIBRARY__IT_MASTER_v1.md,https://admin.microsoft.com,https,admin.microsoft.com,,False
IT-SHARED/50_REFERENCE/REFERENCE__Cloud_Admin_Portals.md,https://admin.microsoft.com,https,admin.microsoft.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_INFRA_Cloud-Admin-Portals_V1.md,https://admin.microsoft.com,https,admin.microsoft.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_MASTER_Library-IT_V1.md,https://admin.microsoft.com,https,admin.microsoft.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_INFRA_365.md,https://admin.microsoft.com,https,admin.microsoft.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOKS_IT_CLOUD.md,https://admin.microsoft.com,https,admin.microsoft.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_INFRA_M365_V1.md,https://admin.microsoft.com,https,admin.microsoft.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_SUPPORT_N1_UserSupport_V1.md,https://admin.microsoft.com,https,admin.microsoft.com,,False
20_Agents/IT-CloudMaster/knowledge/REFERENCE__Cloud_Admin_Portals.md,https://admin.onedrive.com,https,admin.onedrive.com,,False
IT-SHARED/50_REFERENCE/REFERENCE_LIBRARY__IT_MASTER_v1.md,https://admin.onedrive.com,https,admin.onedrive.com,,False
IT-SHARED/50_REFERENCE/REFERENCE__Cloud_Admin_Portals.md,https://admin.onedrive.com,https,admin.onedrive.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_INFRA_Cloud-Admin-Portals_V1.md,https://admin.onedrive.com,https,admin.onedrive.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_MASTER_Library-IT_V1.md,https://admin.onedrive.com,https,admin.onedrive.com,,False
20_Agents/IT-CloudMaster/knowledge/REFERENCE__Cloud_Admin_Portals.md,https://admin.teams.microsoft.com,https,admin.teams.microsoft.com,,False
IT-SHARED/50_REFERENCE/REFERENCE_LIBRARY__IT_MASTER_v1.md,https://admin.teams.microsoft.com,https,admin.teams.microsoft.com,,False
IT-SHARED/50_REFERENCE/REFERENCE__Cloud_Admin_Portals.md,https://admin.teams.microsoft.com,https,admin.teams.microsoft.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_INFRA_Cloud-Admin-Portals_V1.md,https://admin.teams.microsoft.com,https,admin.teams.microsoft.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_MASTER_Library-IT_V1.md,https://admin.teams.microsoft.com,https,admin.teams.microsoft.com,,False
20_Agents/IT-CloudMaster/knowledge/REFERENCE__Cloud_Admin_Portals.md,https://aka.ms/InstallAzureCLIDeb,https,aka.ms,/InstallAzureCLIDeb,False
IT-SHARED/50_REFERENCE/REFERENCE_LIBRARY__IT_MASTER_v1.md,https://aka.ms/InstallAzureCLIDeb,https,aka.ms,/InstallAzureCLIDeb,False
IT-SHARED/50_REFERENCE/REFERENCE__Cloud_Admin_Portals.md,https://aka.ms/InstallAzureCLIDeb,https,aka.ms,/InstallAzureCLIDeb,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_INFRA_Cloud-Admin-Portals_V1.md,https://aka.ms/InstallAzureCLIDeb,https,aka.ms,/InstallAzureCLIDeb,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_MASTER_Library-IT_V1.md,https://aka.ms/InstallAzureCLIDeb,https,aka.ms,/InstallAzureCLIDeb,False
IT-SHARED/60_BUNDLES/BUNDLE_NOC_SOC_SIEM_V1.md,"https://api.securitycenter.microsoft.com/api/machines/$machineId/collectInvestigationPackage""",https,api.securitycenter.microsoft.com,"/api/machines/$machineId/collectInvestigationPackage""",True
IT-SHARED/60_BUNDLES/BUNDLE_NOC_SOC_SIEM_V1.md,"https://api.securitycenter.microsoft.com/api/machines/$machineId/isolate""",https,api.securitycenter.microsoft.com,"/api/machines/$machineId/isolate""",True
IT-SHARED/60_BUNDLES/BUNDLE_NOC_SOC_SIEM_V1.md,"https://api.securitycenter.microsoft.com/api/machines/$machineId/runAntiVirusScan""",https,api.securitycenter.microsoft.com,"/api/machines/$machineId/runAntiVirusScan""",True
IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__Keepit_Operations_V1.md,https://app.keepit.com,https,app.keepit.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_BACKUP_Datto-Keepit-DR_V1.md,https://app.keepit.com,https,app.keepit.com,,False
IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__CWRMM_Auvik_Operations_V1.md,https://command.connectwise.com,https,command.connectwise.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_NOC_RMM-Monitoring_V1.md,https://command.connectwise.com,https,command.connectwise.com,,False
IT-SHARED/10_RUNBOOKS/RUNBOOK_MASTER__IT_v1.md,"https://company.sharepoint.com/sites/IT-Department""",https,company.sharepoint.com,"/sites/IT-Department""",False
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOKS_IT_CLOUD.md,"https://company.sharepoint.com/sites/IT-Department""",https,company.sharepoint.com,"/sites/IT-Department""",False
20_Agents/IT-CloudMaster/knowledge/REFERENCE__Cloud_Admin_Portals.md,https://compliance.microsoft.com,https,compliance.microsoft.com,,False
IT-SHARED/10_RUNBOOKS/SECURITY/SECURITY__RUNBOOK__M365_Compliance_Purview_V1.md,https://compliance.microsoft.com,https,compliance.microsoft.com,,False
IT-SHARED/50_REFERENCE/REFERENCE_LIBRARY__IT_MASTER_v1.md,https://compliance.microsoft.com,https,compliance.microsoft.com,,False
IT-SHARED/50_REFERENCE/REFERENCE__Cloud_Admin_Portals.md,https://compliance.microsoft.com,https,compliance.microsoft.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_INFRA_Cloud-Admin-Portals_V1.md,https://compliance.microsoft.com,https,compliance.microsoft.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_MASTER_Library-IT_V1.md,https://compliance.microsoft.com,https,compliance.microsoft.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_INFRA_M365_V1.md,https://compliance.microsoft.com,https,compliance.microsoft.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_SECURITY_Incident-Response_V1.md,https://compliance.microsoft.com,https,compliance.microsoft.com,,False
20_Agents/IT-CloudMaster/knowledge/REFERENCE__Cloud_Admin_Portals.md,https://console.aws.amazon.com,https,console.aws.amazon.com,,False
IT-SHARED/50_REFERENCE/REFERENCE_LIBRARY__IT_MASTER_v1.md,https://console.aws.amazon.com,https,console.aws.amazon.com,,False
IT-SHARED/50_REFERENCE/REFERENCE__Cloud_Admin_Portals.md,https://console.aws.amazon.com,https,console.aws.amazon.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_INFRA_Cloud-Admin-Portals_V1.md,https://console.aws.amazon.com,https,console.aws.amazon.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_MASTER_Library-IT_V1.md,https://console.aws.amazon.com,https,console.aws.amazon.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_INFRA_CLOUD_AWS_V1.md,https://console.aws.amazon.com,https,console.aws.amazon.com,,False
20_Agents/IT-CloudMaster/knowledge/REFERENCE__Cloud_Admin_Portals.md,https://console.aws.amazon.com/cloudwatch,https,console.aws.amazon.com,/cloudwatch,False
IT-SHARED/50_REFERENCE/REFERENCE_LIBRARY__IT_MASTER_v1.md,https://console.aws.amazon.com/cloudwatch,https,console.aws.amazon.com,/cloudwatch,False
IT-SHARED/50_REFERENCE/REFERENCE__Cloud_Admin_Portals.md,https://console.aws.amazon.com/cloudwatch,https,console.aws.amazon.com,/cloudwatch,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_INFRA_Cloud-Admin-Portals_V1.md,https://console.aws.amazon.com/cloudwatch,https,console.aws.amazon.com,/cloudwatch,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_MASTER_Library-IT_V1.md,https://console.aws.amazon.com/cloudwatch,https,console.aws.amazon.com,/cloudwatch,False
20_Agents/IT-CloudMaster/knowledge/REFERENCE__Cloud_Admin_Portals.md,https://console.aws.amazon.com/cost-management,https,console.aws.amazon.com,/cost-management,False
IT-SHARED/50_REFERENCE/REFERENCE_LIBRARY__IT_MASTER_v1.md,https://console.aws.amazon.com/cost-management,https,console.aws.amazon.com,/cost-management,False
IT-SHARED/50_REFERENCE/REFERENCE__Cloud_Admin_Portals.md,https://console.aws.amazon.com/cost-management,https,console.aws.amazon.com,/cost-management,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_INFRA_Cloud-Admin-Portals_V1.md,https://console.aws.amazon.com/cost-management,https,console.aws.amazon.com,/cost-management,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_MASTER_Library-IT_V1.md,https://console.aws.amazon.com/cost-management,https,console.aws.amazon.com,/cost-management,False
20_Agents/IT-CloudMaster/knowledge/REFERENCE__Cloud_Admin_Portals.md,https://console.aws.amazon.com/iam,https,console.aws.amazon.com,/iam,False
IT-SHARED/50_REFERENCE/REFERENCE_LIBRARY__IT_MASTER_v1.md,https://console.aws.amazon.com/iam,https,console.aws.amazon.com,/iam,False
IT-SHARED/50_REFERENCE/REFERENCE__Cloud_Admin_Portals.md,https://console.aws.amazon.com/iam,https,console.aws.amazon.com,/iam,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_INFRA_Cloud-Admin-Portals_V1.md,https://console.aws.amazon.com/iam,https,console.aws.amazon.com,/iam,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_MASTER_Library-IT_V1.md,https://console.aws.amazon.com/iam,https,console.aws.amazon.com,/iam,False
20_Agents/IT-CloudMaster/knowledge/REFERENCE__Cloud_Admin_Portals.md,https://console.aws.amazon.com/securityhub,https,console.aws.amazon.com,/securityhub,False
IT-SHARED/50_REFERENCE/REFERENCE_LIBRARY__IT_MASTER_v1.md,https://console.aws.amazon.com/securityhub,https,console.aws.amazon.com,/securityhub,False
IT-SHARED/50_REFERENCE/REFERENCE__Cloud_Admin_Portals.md,https://console.aws.amazon.com/securityhub,https,console.aws.amazon.com,/securityhub,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_INFRA_Cloud-Admin-Portals_V1.md,https://console.aws.amazon.com/securityhub,https,console.aws.amazon.com,/securityhub,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_MASTER_Library-IT_V1.md,https://console.aws.amazon.com/securityhub,https,console.aws.amazon.com,/securityhub,False
20_Agents/IT-CloudMaster/knowledge/REFERENCE__Cloud_Admin_Portals.md,https://console.cloud.google.com,https,console.cloud.google.com,,False
IT-SHARED/50_REFERENCE/REFERENCE_LIBRARY__IT_MASTER_v1.md,https://console.cloud.google.com,https,console.cloud.google.com,,False
IT-SHARED/50_REFERENCE/REFERENCE__Cloud_Admin_Portals.md,https://console.cloud.google.com,https,console.cloud.google.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_INFRA_Cloud-Admin-Portals_V1.md,https://console.cloud.google.com,https,console.cloud.google.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_MASTER_Library-IT_V1.md,https://console.cloud.google.com,https,console.cloud.google.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_INFRA_CLOUD_GCP_GoogleWorkspace_V1.md,https://console.cloud.google.com,https,console.cloud.google.com,,False
IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__Meraki_Operations_V1.md,https://dashboard.meraki.com,https,dashboard.meraki.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_INFRA_FIREWALL.md,https://dashboard.meraki.com,https,dashboard.meraki.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_INFRA_Firewall-VPN_V1.md,https://dashboard.meraki.com,https,dashboard.meraki.com,,False
IT-SHARED/60_BUNDLES/BUNDLE__INFRA_Firewall.md,https://dashboard.meraki.com,https,dashboard.meraki.com,,False
20_Agents/IT-CloudMaster/knowledge/REFERENCE__Cloud_Admin_Portals.md,https://dev.azure.com,https,dev.azure.com,,False
IT-SHARED/50_REFERENCE/REFERENCE_LIBRARY__IT_MASTER_v1.md,https://dev.azure.com,https,dev.azure.com,,False
IT-SHARED/50_REFERENCE/REFERENCE__Cloud_Admin_Portals.md,https://dev.azure.com,https,dev.azure.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_INFRA_Cloud-Admin-Portals_V1.md,https://dev.azure.com,https,dev.azure.com,,False
IT-SHARED/50_REFERENCE/REF__REFERENCE_MASTER_Library-IT_V1.md,https://dev.azure.com,https,dev.azure.com,,False
IT-SHARED/60_BUNDLES/BUNDLE_INFRA_DNS_Domains_V1.md,https://dnschecker.org,https,dnschecker.org,,False
PRIVACY_POLICY.md,https://docs.github.com/en/site-policy/privacy-policies/github-general-privacy-statement,https,docs.github.com,/en/site-policy/privacy-policies/github-general-privacy-statement,False
IT-SHARED/10_RUNBOOKS/RUNBOOK_MASTER__IT_v1.md,https://docs.microsoft.com/azure/active-directory/fundamentals/identity-secure-score,https,docs.microsoft.com,/azure/active-directory/fundamentals/identity-secure-score,False
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOKS_IT_CLOUD.md,https://docs.microsoft.com/azure/active-directory/fundamentals/identity-secure-score,https,docs.microsoft.com,/azure/active-directory/fundamentals/identity-secure-score,False
IT-SHARED/10_RUNBOOKS/RUNBOOK_MASTER__IT_v1.md,https://docs.microsoft.com/microsoft-365/admin/add-users/,https,docs.microsoft.com,/microsoft-365/admin/add-users/,False
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOKS_IT_CLOUD.md,https://docs.microsoft.com/microsoft-365/admin/add-users/,https,docs.microsoft.com,/microsoft-365/admin/add-users/,False
